Date,Dollar
2021-09-27,93.38
2021-09-28,93.77
2021-09-29,94.34
2021-09-30,94.23
2021-10-01,94.04
2021-10-04,93.78
2021-10-05,93.97
2021-10-06,94.27
2021-10-07,94.22
2021-10-08,94.07
2021-10-11,94.32
2021-10-12,94.52
2021-10-13,94.08
2021-10-14,93.96
2021-10-15,93.94
2021-10-18,93.95
2021-10-19,93.73
2021-10-20,93.56
2021-10-21,93.77
2021-10-22,93.64
2021-10-25,93.81
2021-10-26,93.95
2021-10-27,93.8
2021-10-28,93.35
2021-10-29,94.12
2021-11-01,93.88
2021-11-02,94.09
2021-11-03,93.86
2021-11-04,94.35
2021-11-05,94.32
2021-11-08,94.05
2021-11-09,93.96
2021-11-10,94.85
2021-11-11,95.18
2021-11-12,95.13
2021-11-15,95.41
2021-11-16,95.92
2021-11-17,95.83
2021-11-18,95.54
2021-11-19,96.03
2021-11-22,96.55
2021-11-23,96.49
2021-11-24,96.88
2021-11-25,96.77
2021-11-26,96.09
2021-11-29,96.34
2021-11-30,95.99
2021-12-01,96.03
2021-12-02,96.16
2021-12-03,96.12
2021-12-06,96.33
2021-12-07,96.37
2021-12-08,95.89
2021-12-09,96.27
2021-12-10,96.1
2021-12-13,96.32
2021-12-14,96.57
2021-12-15,96.51
2021-12-16,96.04
2021-12-17,96.57
2021-12-20,96.55
2021-12-21,96.49
2021-12-22,96.08
2021-12-23,96.02
2021-12-27,96.09
2021-12-28,96.2
2021-12-29,95.93
2021-12-30,95.97
2021-12-31,95.97
